Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast,Single_Bed,Double_bed,Room_type,price
The President,yes,"Upper Gough Street, Birmingham, B1 1LJ, United Kingdom",61 reviews,8.3,4 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 30,261"
The Bournbrook Inn,yes,"1273 Pershore Road, Birmingham, B30 2YT, United Kingdom","3,188 reviews",7.6,4 out of 5,Good,yes,yes,no,Bar,yes,no,"Full English/Irish, Gluten-free",single bed,double bed,Double Room,"₹ 5,218"
Selina Birmingham,yes,"92-95 Livery Street,, Birmingham, B3 1RJ, United Kingdom","1,259 reviews",6.9,3 out of 5,Pleasant,yes,yes,no,Bar,yes,no,Continental,single bed,double bed,Small Room Shared Bathroom,"₹ 5,383"
Hilton Garden Inn Birmingham Brindley Place,yes,"1 Brunswick Square, Brindleyplace, Birmingham, B1 2HW, United Kingdom","4,172 reviews",8.0,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, American",single bed,double bed,Queen Room,"₹ 10,311"
Staycity Aparthotels Birmingham Jewellery Quarter,yes,"88 Charlotte Street, Birmingham, B3 1PW, United Kingdom","1,228 reviews",9.0,4 out of 5,Superb,yes,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,One-Bedroom Apartment (3 Adults),"₹ 9,358"
Absolute Stays at The Qube -Utilita-City Center-The Rep-ICC-NIA-Edgbaston Cricket-Free WIFI- Contractors-Seaworld-BrindleyPlace,yes,"70 Edward Street Apartment 15, Birmingham, B1 2EL, United Kingdom",57 reviews,8.6,4 out of 5,Fabulous,no,no,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 9,246"
Novotel Birmingham Centre,yes,"70 Broad Street, Birmingham, B1 2HT, United Kingdom","1,909 reviews",7.8,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Standard Double Room with Sofa Bed,"₹ 6,307"
Aparthotel Adagio Birmingham City Centre,yes,"131 Digbeth Birmingham, Birmingham, B5 6DR, United Kingdom","3,709 reviews",8.7,3 out of 5,Fabulous,yes,yes,no,NA,yes,yes,Continental,single bed,double bed,Studio with Double Bed,"₹ 8,137"
Castle Bromwich Hall; Sure Hotel Collection by Best Western,yes,"Chester Road, Birmingham, B36 9DE, United Kingdom","1,502 reviews",7.7,3 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Gluten-free",single bed,double bed,Accessible Double Room,"₹ 9,979"
ibis Birmingham Centre New Street Station Hotel,yes,"Ladywell Walk, Birmingham, B5 4ST, United Kingdom","5,852 reviews",7.4,3 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Double Room,"₹ 4,984"
3 Floor Townhouse Luxury Living Alara Boutique,yes,"Unit 3 Tenby Street, Birmingham, Birmingham, B1 3EE, United Kingdom",20 reviews,9.2,3 out of 5,Superb,no,yes,no,NA,no,no,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 15,380"
Absolute Stays on Essex - Chinatown - Hippodrome - Alexandra Theatre - Bull Ring - The Rep - B'Ham Intl Airport - Free WiFi - Free Parking - Contractors - Corporates,yes,"Essex Street, Gay Village Birmingham, Birmingham, United Kingdom",47 reviews,8.4,4 out of 5,Very good,no,no,no,Bar,yes,yes,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 12,359"
"Modern 2 Bedroom Apartment in Birmingham City Centre - Perfect for Family, Business and Leisure Stays",yes,"12 Communication Row, Birmingham, B15 1DY, United Kingdom",30 reviews,8.5,3 out of 5,Very good,no,yes,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 6,088"
The President,yes,"Upper Gough Street, Birmingham, B1 1LJ, United Kingdom",61 reviews,8.3,3 out of 5,Very good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 30,261"
Kunda House Moseley Apartments,yes,"65 Church Road, Birmingham, B13 9EB, United Kingdom",161 reviews,6.9,4 out of 5,Pleasant,no,yes,no,NA,yes,no,NA,NA,double bed,Deluxe Apartment,"₹ 5,608"
Cosy 2 bedroom apartment in Birmingham,yes,"182 Maryland Avenue, Birmingham, B34 6EA, United Kingdom",29 reviews,8.1,4 out of 5,Very good,no,yes,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 11,024"
KCS Birmingham City Apartment with Balcony/Parking,yes,"Upper Marshall Street, Birmingham, B1 1LP, United Kingdom",57 reviews,8.8,5 out of 5,Fabulous,yes,yes,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 19,530"
City View Apartments,yes,"155 Bromsgrove Street Apartment 31, Birmingham, B5 6AB, United Kingdom",575 reviews,7.7,2 out of 5,Good,yes,yes,no,NA,yes,yes,NA,single bed,double bed,Deluxe Family Room,"₹ 15,054"
KCS Luxury Apartment - Broad Street Birmingham,yes,"105 Broad Street 323, Birmingham, B15 1BJ, United Kingdom",113 reviews,8.8,3 out of 5,Fabulous,no,yes,no,Bar,yes,yes,NA,NA,double bed,Deluxe Apartment,"₹ 22,378"
Lovely Holiday Home in Birmingham City Center 3 Bedrooms House By HF Group,yes,"Windrush Grove, Birmingham, B15 2DL, United Kingdom",110 reviews,8.1,4 out of 5,Very good,yes,yes,no,NA,yes,no,NA,NA,double bed,Three-Bedroom House,"₹ 12,816"
The Blue Piano Guesthouse,yes,"24 - 26 Harborne Road, Edgbaston, Birmingham, B15 3AA, United Kingdom",675 reviews,7.5,4 out of 5,Good,yes,yes,no,Bar,yes,no,NA,single bed,double bed,Basic Double Room,"₹ 8,748"
"Crowne Plaza Birmingham City, an IHG Hotel",yes,"Central Square, Birmingham, B1 1HH, United Kingdom","3,163 reviews",8.1,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan",NA,double bed,Standard Double Room - Disability Access,"₹ 9,155"
One Bedroom Apartment/Studio,no,"126 Pope Street 145, Birmingham, B1 3DW, United Kingdom",3 reviews,7.0,4 out of 5,Good,no,no,no,NA,no,no,NA,NA,double bed,Studio Apartment,"₹ 9,155"
Delta Hotels by Marriott Birmingham,yes,"12 Hagley Road, Five Ways, Edgbaston, Birmingham, B16 8SJ, United Kingdom",138 reviews,8.2,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free, Buffet",NA,double bed,Deluxe Double Room,"₹ 8,544"
The Grand Hotel Birmingham,yes,"Colmore Row Birmingham, Birmingham, B3 2BS, United Kingdom","3,511 reviews",9.2,3 out of 5,Superb,yes,yes,yes,Bar,yes,yes,"Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Double Room,"₹ 14,556"
Comfort Inn Birmingham,yes,"Station Street, Birmingham, Birmingham, B5 4DY, United Kingdom","2,675 reviews",6.6,3 out of 5,Pleasant,no,no,no,Bar,yes,yes,NA,single bed,double bed,Double Room,"₹ 4,781"
Charming Oasis in West Midlands with Netflix,yes,"72 Carlyle Road, Edgbaston, Birmingham, B16 9BH, United Kingdom",1 review,9.0,4 out of 5,Superb,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 5,701"
OneFiveSix - Unique Apartments,yes,"156 Warstone Lane, Birmingham, B18 6NZ, United Kingdom",249 reviews,9.2,3 out of 5,Superb,no,no,no,Bar,yes,yes,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 9,053"
City Centre Apartment room,yes,"88 MacDonald Street, Birmingham, B5 6TN, United Kingdom",49 reviews,5.3,4 out of 5,Passable,yes,yes,no,NA,yes,no,NA,single bed,double bed,Double Room with Shared Bathroom,"₹ 5,493"
Birmingham Central Backpackers,yes,"61-65 Coventry Street, Birmingham, B5 5NJ, United Kingdom","2,224 reviews",7.6,4 out of 5,Good,no,no,no,NA,no,no,NA,single bed,double bed,Twin Room,"₹ 4,476"
Hotel at Conference Aston,yes,"Aston University, Aston Triangle, Birmingham, B4 7ET, United Kingdom","2,838 reviews",7.9,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,City Double Room,"₹ 7,781"
pentahotel Birmingham,yes,"Ernest Street/ Holloway Head, Birmingham, B1 1NS, United Kingdom","4,115 reviews",7.5,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free, Kosher, Buffet",NA,double bed,penta Standard Double or Twin Room,"₹ 6,510"
Staycity Aparthotels Birmingham Jewellery Quarter,yes,"88 Charlotte Street, Birmingham, B3 1PW, United Kingdom","1,228 reviews",9.0,3 out of 5,Superb,yes,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,One-Bedroom Apartment (3 Adults),"₹ 9,358"
The Moseley Arms,yes,"105 Ravenhurst Street, Birmingham, B12 0HB, United Kingdom","1,824 reviews",7.4,3 out of 5,Good,yes,yes,no,Bar,yes,no,"Full English/Irish, Vegetarian",single bed,double bed,Double Room,"₹ 5,086"
Harold's House,yes,"25 Harold Road, Edgbaston, Edgbaston, Birmingham, B16 9DW, United Kingdom",541 reviews,6.9,4 out of 5,Pleasant,no,yes,no,NA,yes,no,NA,single bed,double bed,Budget Double Room,"₹ 2,543"
Edgbaston Park Hotel Birmingham,yes,"53 Edgbaston Park Road, Edgbaston, Birmingham, B15 2RS, United Kingdom","4,161 reviews",8.3,3 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free",single bed,double bed,Standard Double Room,"₹ 11,087"
FREE Extra Guest. Heart of Birmingham City Centre,yes,"Flat 6 18 Rawlings street, Birmingham, B16 8HB, United Kingdom",112 reviews,6.7,3 out of 5,Pleasant,no,yes,no,NA,no,no,NA,single bed,NA,Budget Double Room,"₹ 2,950"
Bournville House & Cafe,yes,"218 Mary Vale Road bournville, Birmingham, B30 1PJ, United Kingdom",617 reviews,8.0,3 out of 5,Very good,yes,yes,no,NA,yes,no,"Full English/Irish, Vegetarian, Vegan",single bed,double bed,Deluxe Double Room,"₹ 8,137"
Absolute Stays at The Qube -Utilita-City Center-The Rep-ICC-NIA-Edgbaston Cricket-Free WIFI- Contractors-Seaworld-BrindleyPlace,yes,"70 Edward Street Apartment 15, Birmingham, B1 2EL, United Kingdom",57 reviews,8.6,4 out of 5,Fabulous,no,no,no,Bar,yes,yes,NA,NA,double bed,One-Bedroom Apartment,"₹ 9,246"
Top Rated Luxury Apartment in city centre,no,"262 Bradford Street 13, Birmingham, B12 0AJ, United Kingdom",4 reviews,5.3,3 out of 5,Passable,no,no,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 8,788"
Clayton Hotel Birmingham,yes,"Albert St, Birmingham, Birmingham, B5 5JE, United Kingdom","4,906 reviews",8.4,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free",single bed,double bed,Deluxe Double Room,"₹ 10,070"
Birmingham Great Barr Hotel,yes,"Pear Tree Drive, Newton Road, Great Barr, Birmingham, B43 6HS, United Kingdom","1,890 reviews",7.1,3 out of 5,Good,yes,yes,no,Bar,yes,no,"Continental, Buffet",single bed,double bed,Standard Twin Room,"₹ 9,160"
Macdonald Burlington Hotel,yes,"126 New Street, Birmingham, B2 4JQ, United Kingdom","5,091 reviews",7.8,3 out of 5,Good,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Standard Double Room,"₹ 10,579"
Paradise,yes,"61 Arthur Street, Birmingham, B10 0NJ, United Kingdom",NA,NA,3 out of 5,Exceptional 9.6,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 6,225"
Normanton,yes,"Portfield Grove, Birmingham, B23 5UB, United Kingdom",NA,NA,4 out of 5,Fabulous 8.8,no,no,no,NA,yes,no,NA,NA,double bed,Budget Double Room,"₹ 6,317"
AC Hotel by Marriott Birmingham,yes,"160 Wharfside Street, The Mailbox, Birmingham, B1 1RL, United Kingdom","2,342 reviews",8.5,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free, Buffet",single bed,double bed,"Deluxe, Guest room, 1 King","₹ 9,561"
Summerfield House,yes,"2 Link Road Edgbaston, Birmingham, B16 0EP, United Kingdom",438 reviews,7.0,4 out of 5,Good,no,yes,no,NA,yes,no,NA,single bed,double bed,Budget Double Room,"₹ 3,052"
Malmaison Birmingham,yes,"Wharfside Street, Birmingham, B1 1RD, United Kingdom","3,915 reviews",8.2,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian",single bed,double bed,Standard Double Room,"₹ 9,053"
"Holiday Inn Birmingham M6, Jct7, an IHG Hotel",yes,"Chapel Lane, Birmingham, B43 7BG, United Kingdom","2,073 reviews",7.3,3 out of 5,Good,yes,yes,no,Bar,yes,no,"Continental, Full English/Irish, Vegetarian, Vegan, Halal, Gluten-free",single bed,double bed,Double Room - Disability Access,"₹ 8,315"
Vicarage Lodge Birmingham,yes,"4 Vicarage Road, Hockley, Birmingham, B18 5NG, United Kingdom",736 reviews,5.6,3 out of 5,Passable,no,yes,no,NA,no,no,NA,single bed,double bed,Double Room with Shared Bathroom,"₹ 3,458"
Lana house,no,"102 Bacchus Road, Birmingham, B18 4QP, United Kingdom",13 reviews,7.7,3 out of 5,Good,no,yes,no,NA,yes,no,NA,NA,double bed,Double Room with Shared Bathroom,"₹ 5,676"
The Station Inn,yes,"193 Station Road Stechford, Birmingham, B33 8BB, United Kingdom","1,752 reviews",6.5,3 out of 5,Pleasant,yes,yes,no,Bar,yes,no,NA,single bed,double bed,Family Room,"₹ 4,069"
City View Apartments,yes,"Hurst Street , Gay Village Birmingham, Birmingham, B5 4TD, United Kingdom",942 reviews,8.0,4 out of 5,Very good,yes,no,no,NA,yes,yes,NA,single bed,double bed,Deluxe Double Studio,"₹ 8,854"
Naps Inn,yes,"307 Walsall Road, Birmingham, B42 1UH, United Kingdom",373 reviews,8.5,3 out of 5,Very good,no,yes,no,Bar,yes,yes,NA,single bed,double bed,Standard Apartment,"₹ 6,866"
Homestay BedSpace,yes,"7 Spencer Street Princess House, Birmingham, B18 6DD, United Kingdom",72 reviews,8.3,3 out of 5,Very good,no,yes,no,Bar,yes,no,NA,single bed,double bed,Double Room,"₹ 7,247"
"Pristine 1 and 2 bedroom apartments near business district, walking distance to city centre, free internet & complimentary parking by Sojo Stay",yes,"50-60 Northwood Street, Birmingham, B3 1TT, United Kingdom",51 reviews,9.1,3 out of 5,Superb,no,yes,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 12,206"
The Saltley Inn,yes,"37 Washwood Heath Road 37, Birmingham, B8 1RS, United Kingdom","1,038 reviews",6.4,3 out of 5,Pleasant,yes,no,no,Bar,yes,no,NA,single bed,double bed,Family Room,"₹ 4,069"
3 Floor Townhouse Luxury Living Alara Boutique,yes,"Unit 3 Tenby Street, Birmingham, Birmingham, B1 3EE, United Kingdom",20 reviews,9.2,3 out of 5,Superb,no,yes,no,NA,no,no,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 15,380"
"2 Bed Apartment, Free Parking In Birmingham!",yes,"158 Reservoir Road, Birmingham, B23 6DN, United Kingdom",6 reviews,8.2,2 out of 5,Very good,no,no,no,NA,no,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 8,972"
The Cube Hotel Birmingham,yes,"The Cube, 200 Wharfside Street, Birmingham, B1 1PR, United Kingdom","2,778 reviews",7.5,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,Standard Double Room,"₹ 9,979"
The Spires Serviced Apartments Birmingham,yes,"Commercial Street, Birmingham, B1 1RH, United Kingdom",407 reviews,8.1,4 out of 5,Very good,yes,yes,no,NA,yes,yes,Continental,NA,double bed,One-Bedroom Suite,"₹ 8,188"
Double Room with its own bathroom in a shared 2 bedroom flat for rent in bham,yes,"Hooper Street, Birmingham, B18 7QL, United Kingdom",4 reviews,9.0,3 out of 5,Superb,no,yes,no,NA,yes,no,NA,NA,double bed,Double Room,"₹ 6,408"
The High Field Town House,yes,"23 Highfield Road, Edgbaston, Birmingham, B15 3DP, United Kingdom",730 reviews,9.0,3 out of 5,Superb,yes,yes,no,Bar,yes,no,"Full English/Irish, Vegetarian, Vegan, Gluten-free",NA,double bed,King Room,"₹ 9,338"
Absolute Stays on Essex - Chinatown - Hippodrome - Alexandra Theatre - Bull Ring - The Rep - B'Ham Intl Airport - Free WiFi - Free Parking - Contractors - Corporates,yes,"Essex Street, Gay Village Birmingham, Birmingham, United Kingdom",47 reviews,8.4,3 out of 5,Very good,no,no,no,Bar,yes,yes,NA,single bed,double bed,Two-Bedroom Apartment,"₹ 12,359"
Ensuite Rooms Birmingham Underwood Close,yes,"24 Underwood Close, Edgbaston, Birmingham, B15 2SX, United Kingdom",21 reviews,7.6,3 out of 5,Good,no,no,no,NA,yes,no,NA,NA,double bed,Double Room with Private Bathroom,"₹ 5,950"
Central Arcadian One Bedroom - Sofa Bed - Balcony - City Centre,yes,"Hurst Street, 2, Arcadian, Birmingham, B5 4TD, United Kingdom",8 reviews,7.0,4 out of 5,Good,no,yes,no,NA,no,yes,NA,NA,double bed,Apartment with Balcony,"₹ 7,446"
Edgbaston House,yes,"16 Highfield Road, Edgbaston, Birmingham, B15 3DU, United Kingdom",570 reviews,8.6,3 out of 5,Fabulous,no,yes,no,NA,yes,no,NA,NA,double bed,Deluxe King Suite,"₹ 13,223"
Johal Mini Hotel Birmingham City - FREE BREAKFAST,yes,"211 Harborne Lane, Birmingham, B29 6SS, United Kingdom",NA,NA,4 out of 5,NA,no,no,no,NA,no,no,NA,NA,double bed,Double Room,"₹ 5,767"
Shanahans B&B with Sports Bar,yes,"127-129 Rocky Lane, Aston, Birmingham, B7 5EP, United Kingdom",417 reviews,7.2,3 out of 5,Good,no,yes,no,Bar,yes,no,NA,single bed,double bed,Standard Double Room with Shared Bathroom,"₹ 4,577"
Augusta House,yes,"27 Augusta Road, Birmingham, B13 8AE, United Kingdom",8 reviews,9.8,3 out of 5,Exceptional,yes,yes,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 8,239"
Royal George Hotel,yes,"325 Garrison Lane, Birmingham, B9 4PN, United Kingdom","1,309 reviews",6.1,3 out of 5,Pleasant,yes,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,Double Room,"₹ 4,476"
Beautiful 1 bed apartment,yes,"305 Lichfield Road, Birmingham, B6 7ST, United Kingdom",51 reviews,7.4,3 out of 5,Good,yes,no,no,NA,yes,no,NA,single bed,double bed,One-Bedroom Apartment,"₹ 6,784"
The Rollason Hotel,yes,"130 Wood End Road, Birmingham, B24 8BJ, United Kingdom","1,536 reviews",5.9,4 out of 5,Passable,yes,yes,no,Bar,yes,no,Continental,single bed,double bed,Economy Double or Twin Room,"₹ 5,218"
Hotel du Vin Birmingham,yes,"Church Street, Birmingham, B3 2NR, United Kingdom","1,755 reviews",8.2,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian",NA,double bed,Classic Room,"₹ 11,087"
Stylish 2 Bed/Bath Apartment,yes,"Brindley Place, Birmingham, B1 2JB, United Kingdom",6 reviews,9.8,4 out of 5,Exceptional,yes,yes,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 14,647"
Staying Cool At Rotunda,yes,"New Street, Birmingham, B2 4PA, United Kingdom","1,240 reviews",8.6,3 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,NA,double bed,Studio Apartment,"₹ 15,156"
Quality City Birmingham - Florence Street,yes,"5 Florence Street, Birmingham, B1 1NX, United Kingdom",10 reviews,8.8,3 out of 5,Fabulous,yes,yes,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 11,672"
easyHotel Birmingham,yes,"81 John Bright Street, Birmingham, B1 1BL, United Kingdom","4,623 reviews",7.3,3 out of 5,Good,no,yes,no,NA,yes,yes,NA,single bed,double bed,Double Room - No Window,"₹ 6,204"
Premium ArcadianPlus Two Bedroom Apart - En Suite - Balcony - Brand New,yes,"70 Hurst Street, 6, Arcadian C, Birmingham, B5 4TD, United Kingdom",18 reviews,7.6,3 out of 5,Good,no,yes,no,NA,no,yes,NA,single bed,double bed,Deluxe Apartment,"₹ 13,061"
Luxury 2 Bed Penthouse - 4K Projector - Snug Room - En Suite,no,"Princip Street, 1, 36-38, Birmingham, B4 6LE, United Kingdom",2 reviews,4.5,4 out of 5,Disappointing,no,yes,no,NA,yes,no,NA,NA,double bed,Penthouse Apartment,"₹ 10,619"
THE PORT House,yes,"348 Portland Road, Birmingham, B17 8LT, United Kingdom",11 reviews,7.3,4 out of 5,Good,no,yes,no,NA,yes,no,NA,NA,double bed,Budget Double Room,"₹ 3,560"
Ababeel Hotel,yes,"1069 Warwick Road, Birmingham, B27 6QT, United Kingdom",275 reviews,7.6,3 out of 5,Good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Budget Double Room,"₹ 9,053"
