Hotel_Name,wifi_box,location,number_of_reviews,user_ratings,Star_Rating,review_score,Family_rooms,Non_Smoking_Rooms,Restaurant,bar,Heating,Lifts,Breakfast,Single_Bed,Double_bed,Room_type,price
YOTEL Manchester Deansgate,yes,"2 John Dalton Street, Manchester, M3 2NW, United Kingdom","11,973 reviews",8.6,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Compact Room,"₹ 20,232"
Malmaison Manchester,yes,"Piccadilly, Manchester, M1 3AQ, United Kingdom","3,966 reviews",8.0,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian",single bed,double bed,Standard Double Room,"₹ 18,838"
Luther King House,yes,"Brighton Grove Off Wilmslow Road, Manchester, M14 5JP, United Kingdom","5,538 reviews",7.9,2 out of 5,Good,yes,yes,no,Bar,yes,no,Continental,single bed,double bed,Double Room,"₹ 5,950"
The Ultimate Hen Suite with Bar & Makeup Room,yes,"46 Oldham Road, Manchester, M4 5EE, United Kingdom",4 reviews,9.5,3 out of 5,Exceptional,no,yes,no,Bar,yes,no,NA,NA,double bed,Apartment - Split Level,"₹ 66,645"
Quiet Residential Area Within Easy Reach Of Town,yes,"159 Moston Lane Harpurhey, Manchester, M9 4HR, United Kingdom",28 reviews,8.6,3 out of 5,Fabulous,yes,yes,no,NA,yes,no,NA,NA,double bed,Apartment,"₹ 34,323"
Manchester Holiday Apartment,yes,"301 Mount Road, Manchester, M19 3ET, United Kingdom",30 reviews,7.9,3 out of 5,Good,yes,yes,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 25,429"
The Ashcroft Apartments,yes,"Bindloss Avenue 6, Salford, Manchester, M30 0DU, United Kingdom",845 reviews,8.2,3 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Deluxe Double Studio,"₹ 8,368"
Leonardo Hotel Manchester Piccadilly,yes,"260 Great Ancoats Street, Manchester, M4 7DB, United Kingdom","6,922 reviews",8.5,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian",single bed,double bed,Standard Double or Twin Room,"₹ 19,225"
Motel One Manchester-St. Peter´s Square,yes,"1 Dickinson Street, Manchester, M1 4LF, United Kingdom","7,901 reviews",8.9,3 out of 5,Fabulous,no,yes,no,Bar,yes,yes,Continental,NA,double bed,Standard King Room,"₹ 15,156"
"Holiday Inn Express Manchester - Salford Quays, an IHG Hotel",yes,"Waterfront Quay, Salford, Salford, Manchester, M50 3XW, United Kingdom","4,359 reviews",7.6,3 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Vegetarian",single bed,double bed,Double Room - Non-Smoking,"₹ 9,154"
The Townhouse Manchester,yes,"101 Portland Street, Manchester, M1 6DF, United Kingdom","4,411 reviews",7.9,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Executive King Room,"₹ 16,112"
ABode Manchester,yes,"107 Piccadilly, Manchester, M1 2DB, United Kingdom","1,977 reviews",8.4,4 out of 5,Very good,no,yes,no,NA,yes,yes,"Full English/Irish, Vegetarian, Gluten-free",single bed,double bed,Superior Double Room,"₹ 18,716"
Motel One Manchester-Piccadilly,yes,"34 London Road, Piccadilly, Manchester, M1 2PF, United Kingdom","12,342 reviews",8.7,3 out of 5,Fabulous,no,yes,no,Bar,yes,yes,Continental,NA,double bed,Standard Double Room,"₹ 15,156"
"The Ainscow Hotel, BW Premier Collection",yes,"Trinity Way, Salford, Manchester, M3 5EN, United Kingdom","3,708 reviews",7.8,4 out of 5,Good,yes,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,Standard Double Room with no Window,"₹ 11,809"
Crystal Home,yes,"44 Commonwealth Avenue, Manchester, M11 3NN, United Kingdom",NA,NA,3 out of 5,NA,yes,yes,no,NA,yes,no,NA,NA,double bed,Double Room with Shared Bathroom,"₹ 6,103"
"Hotel Football, Old Trafford, a Tribute Portfolio Hotel",yes,"99 Sir Matt Busby Way, Manchester, M16 0SZ, United Kingdom","3,323 reviews",9.0,4 out of 5,Superb,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,Standard King Room,"₹ 10,070"
Bowling Green,yes,"Brookburn Road Chorlton, Manchester, M21 9ES, United Kingdom",408 reviews,9.0,3 out of 5,Superb,no,yes,no,Bar,yes,no,NA,NA,double bed,Deluxe King Room,"₹ 8,137"
Hampton By Hilton Manchester Northern Quarter,yes,"41 Rochdale Road, Manchester, M4 4HT, United Kingdom","7,773 reviews",8.2,3 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan",single bed,double bed,Queen Room,"₹ 16,341"
The Ultimate Hen Suite with Bar & Makeup Room,yes,"46 Oldham Road, Manchester, M4 5EE, United Kingdom",4 reviews,9.5,4 out of 5,Exceptional,no,yes,no,Bar,yes,no,NA,NA,double bed,Apartment - Split Level,"₹ 66,645"
Dakota Manchester,yes,"29 Ducie Street, Manchester, M1 2JL, United Kingdom","6,148 reviews",9.4,3 out of 5,Superb,no,yes,no,Bar,yes,yes,Full English/Irish,NA,double bed,Classic Double Room,"₹ 25,633"
Airport Hotel Manchester,no,"Palatine Rd, Northenden, Manchester, M22 4FH, United Kingdom","9,469 reviews",6.3,3 out of 5,Pleasant,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,Double Room,"₹ 6,612"
"Holiday Inn Manchester West, an IHG Hotel",yes,"Liverpool Street, Salford, Manchester, M5 4LT, United Kingdom","1,884 reviews",8.0,5 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian",single bed,double bed,King Room,"₹ 10,894"
Hotel Gotham,yes,"100 King Street, Manchester, M2 4WU, United Kingdom","3,201 reviews",8.9,3 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",NA,double bed,Double Room,"₹ 27,464"
Tinapa Suites,yes,"853 Ashton Old Road, Manchester, M11 2NL, United Kingdom",458 reviews,7.8,4 out of 5,Good,no,yes,no,NA,yes,no,NA,single bed,double bed,Standard Double Room,"₹ 6,349"
Quiet Residential Area Within Easy Reach Of Town,yes,"159 Moston Lane Harpurhey, Manchester, M9 4HR, United Kingdom",28 reviews,8.6,3 out of 5,Fabulous,yes,yes,no,NA,yes,no,NA,NA,double bed,Apartment,"₹ 34,323"
Modern House,yes,"332 Stockport Road, Manchester, M13 0LE, United Kingdom",56 reviews,7.5,3 out of 5,Good,yes,yes,no,NA,yes,no,NA,NA,double bed,Double Room with Private Bathroom,"₹ 6,764"
Manchester Marriott Victoria & Albert Hotel,yes,"Water Street, Manchester, M3 4JQ, United Kingdom","2,684 reviews",8.6,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,"Guest Room, 1 King","₹ 20,140"
ibis Styles Manchester Portland,yes,"3-5 Portland Street, Piccadilly Gardens, Manchester, M1 6DP, United Kingdom","10,139 reviews",7.1,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Vegetarian, Gluten-free",single bed,double bed,Queen Room,"₹ 16,589"
"Trafford Hall Hotel Manchester, Trademark Collection by Wyndham",yes,"23 Talbot Road, Old Trafford, Trafford, Manchester, M16 0PE, United Kingdom","3,050 reviews",7.4,3 out of 5,Good,yes,yes,no,Bar,yes,no,"Full English/Irish, Vegetarian, Vegan",single bed,double bed,Cottage Room,"₹ 9,053"
AC Hotel by Marriott Manchester Salford Quays,yes,"17-19 Trafford Road, Salford Quays, Salford, Manchester, M5 3AW, United Kingdom","2,417 reviews",8.2,3 out of 5,Very good,no,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,Deluxe Twin Room,"₹ 10,375"
"Hotel Indigo Manchester - Victoria Station, an IHG Hotel",yes,"Todd Street, Manchester, M3 1NZ, United Kingdom","5,702 reviews",8.9,3 out of 5,Fabulous,no,yes,yes,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, Buffet",single bed,double bed,Standard Room,"₹ 21,971"
The Gardens Hotel,yes,"55 Piccadilly, Manchester, M1 2AP, United Kingdom","6,417 reviews",7.0,4 out of 5,Good,no,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,Double Room without Window,"₹ 16,600"
Ville Hotel,yes,"36-42 Canal Street, Manchester, M1 3WD, United Kingdom","2,496 reviews",7.2,4 out of 5,Good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Double Room,"₹ 17,089"
Rahman Hostel,yes,"8 Fairfield Street Rahman Piccadilly Hostel, Manchester, M1 3GF, United Kingdom",561 reviews,4.8,4 out of 5,Disappointing,no,no,no,NA,yes,yes,Continental,single bed,double bed,Quadruple Room with Shower,"₹ 6,509"
Native Manchester,yes,"51 Ducie Street, Piccadilly, Manchester, M1 2TP, United Kingdom","5,644 reviews",8.9,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Vegan",single bed,double bed,Studio,"₹ 23,293"
DoubleTree by Hilton Manchester Piccadilly,yes,"One Piccadilly Place, Manchester, M1 3DG, United Kingdom","4,155 reviews",8.2,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, American",single bed,double bed,Queen Guest Room,"₹ 25,668"
Hyatt Regency Manchester,yes,"55 Booth Street West, Manchester, M15 6PQ, United Kingdom","2,259 reviews",8.8,5 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,King Room,"₹ 23,344"
Motel One Manchester-Royal Exchange,yes,"15 CROSS STREET, Manchester, M2 1WD, United Kingdom","10,786 reviews",8.6,2 out of 5,Fabulous,no,yes,no,Bar,yes,yes,Continental,NA,double bed,Standard Double Room,"₹ 16,173"
Spectacular Studio Apartment near to Old Trafford stadium,yes,"48 Seymour Grove Paragon House, Manchester, M16 0NB, United Kingdom",45 reviews,8.5,4 out of 5,Very good,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 4,482"
The Lowry Hotel,yes,"50 Dearmans Place, Chapel Wharf, Salford, Manchester, M3 5LH, United Kingdom","2,906 reviews",8.7,3 out of 5,Fabulous,no,yes,no,Bar,yes,yes,Full English/Irish,NA,double bed,Deluxe King Double or Twin Room,"₹ 33,262"
Campanile Manchester,no,"55 Ordsall Lane, Regent Road, Salford, Manchester, M5 4RS, United Kingdom","3,853 reviews",6.6,3 out of 5,Pleasant,yes,yes,no,Bar,yes,no,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Twin Room,"₹ 5,188"
Park Inn by Radisson Manchester City Centre,yes,"Cheetham Hill Road, Manchester, M4 4EW, United Kingdom","8,525 reviews",7.9,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Buffet",NA,double bed,Standard Room,"₹ 17,190"
NQ4-Centre,yes,"47 Bengal Street, Manchester, M4 6BB, United Kingdom",5 reviews,4.6,4 out of 5,Disappointing,yes,yes,no,NA,no,no,NA,NA,double bed,Double Room,"₹ 9,155"
Manchester Holiday Apartment,yes,"301 Mount Road, Manchester, M19 3ET, United Kingdom",30 reviews,7.9,3 out of 5,Good,yes,yes,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 25,429"
The Waterside Hotel and Leisure Club,yes,"Morningside Drive, Manchester, M20 5WZ, United Kingdom","2,802 reviews",8.3,3 out of 5,Very good,yes,yes,no,Bar,yes,no,"Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Small Double Room,"₹ 9,155"
ibis Manchester Centre Princess Street,yes,"Charles Street, Manchester, M1 7DG, United Kingdom","5,313 reviews",7.5,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,Double Sweet Room by Ibis,"₹ 18,024"
OneFourSeven Place,yes,"147 Chorlton Road, Manchester, M15 4JG, United Kingdom",51 reviews,7.7,4 out of 5,Good,no,yes,no,Bar,yes,no,NA,NA,double bed,Double Room with Shared Bathroom,"₹ 5,035"
The Alan,yes,"18 Princess Street, Manchester, M1 4LG, United Kingdom","4,620 reviews",8.4,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Vegan, Gluten-free",NA,double bed,The Classic Double,"₹ 14,240"
Manchester Piccadilly Hotel,yes,"London Road, Manchester, M1 2PG, United Kingdom","12,558 reviews",7.7,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Gluten-free",single bed,double bed,Deluxe Double Room with Two Double Beds and City View,"₹ 19,123"
The Ashcroft Apartments,yes,"Bindloss Avenue 6, Salford, Manchester, M30 0DU, United Kingdom",845 reviews,8.2,5 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Deluxe Double Studio,"₹ 8,368"
Queens Guesthouse Manchester,yes,"5-7 Smedley Lane, Manchester, M8 8UJ, United Kingdom",977 reviews,5.6,3 out of 5,Passable,no,yes,no,NA,yes,no,NA,single bed,double bed,Double Room,"₹ 4,069"
Lovely apartment available to rent in Old Trafford,yes,"48 Seymour Grove Paragon House, Manchester, M16 0LN, United Kingdom",4 reviews,9.7,4 out of 5,Exceptional,yes,yes,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 6,097"
Hotel Brooklyn Manchester,yes,"59 Portland Street, Manchester, M1 3HP, United Kingdom","6,202 reviews",8.9,4 out of 5,Fabulous,no,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, American",single bed,double bed,Club Double Room,"₹ 23,710"
YHA Manchester,yes,"Potato Wharf, Manchester, M3 4NB, United Kingdom","1,709 reviews",8.4,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Quadruple Room,"₹ 12,206"
AC Hotel by Marriott Manchester City Centre,yes,"15 Mason Street, Manchester, M4 5FT, United Kingdom","4,707 reviews",8.4,4 out of 5,Very good,yes,yes,no,Bar,yes,yes,Full English/Irish,NA,double bed,Standard Double Room,"₹ 22,174"
"Crowne Plaza Manchester City Centre, an IHG Hotel",yes,"70 Shudehill, Manchester, M4 4AF, United Kingdom","7,742 reviews",8.6,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Halal",NA,double bed,Allocation on arrival,"₹ 20,049"
Stock Exchange Hotel,yes,"2 Norfolk Street, Manchester, M2 1DW, United Kingdom","1,883 reviews",9.4,3 out of 5,Superb,yes,yes,no,Bar,yes,yes,Full English/Irish,NA,double bed,King Room,"₹ 40,077"
Fairways Lodge & Leisure Club,yes,"George Street (Off Bury New Road), Manchester, M25 9WS, United Kingdom",703 reviews,7.0,4 out of 5,Good,yes,yes,no,Bar,yes,no,NA,single bed,double bed,Standard Double Room,"₹ 6,103"
"Holiday Inn Manchester-Mediacityuk, an IHG Hotel",yes,"White Tower, Mediacity , Salford, Manchester, M50 2EQ, United Kingdom","1,697 reviews",8.5,4 out of 5,Very good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Standard Double Room,"₹ 12,613"
Hilton Manchester Deansgate,yes,"303 Deansgate, Manchester, M3 4LQ, United Kingdom","4,045 reviews",7.7,4 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,Executive King Room with Lounge Access,"₹ 46,222"
Lovely 3 Bed Short Stay,yes,"Harvard Grove, Salford, Manchester, M6 8GT, United Kingdom",12 reviews,8.4,3 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Apartment,"₹ 9,755"
"Chalet Studio - 84 Seymour Grove, Manchester",yes,"84 Seymour Grove, Manchester, M16 0LW, United Kingdom",2 reviews,5.0,3 out of 5,Passable,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 6,866"
Hello Hotel,yes,"267 East Lancashire Road, Salford, Manchester, M27 0AA, United Kingdom","1,939 reviews",8.2,3 out of 5,Very good,yes,yes,yes,Bar,yes,no,"Vegetarian, Gluten-free",single bed,double bed,Standard Double Room,"₹ 6,713"
Copthorne Hotel Manchester Salford Quays,yes,"Clippers Quay, Salford Quays, Salford, Manchester, M50 3SN, United Kingdom","4,483 reviews",7.6,3 out of 5,Good,no,yes,no,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free",single bed,double bed,Standard Double Room,"₹ 9,667"
The King Stay,yes,"806a Kingsway, Manchester, M20 5WY, United Kingdom",20 reviews,8.7,4 out of 5,Fabulous,yes,yes,no,NA,yes,no,NA,NA,double bed,Two-Bedroom Apartment,"₹ 14,418"
Private entrance 1 bed studio near Salford Royal,yes,"Wordsmith Drive, Salford, Manchester, M6 8GE, United Kingdom",4 reviews,9.0,3 out of 5,Superb,no,no,no,NA,yes,no,NA,NA,double bed,Deluxe King Studio,"₹ 7,232"
TenPickering Place,yes,"10 Pickering Street, Manchester, M15 5LQ, United Kingdom",46 reviews,8.0,3 out of 5,Very good,no,yes,no,NA,yes,no,NA,NA,double bed,Double Room with Shared Bathroom,"₹ 5,035"
The Pleasant House,yes,"The pleasant 390 Chapel Lane, Manchester, M9 8WE, United Kingdom",54 reviews,6.4,4 out of 5,Pleasant,no,no,no,NA,yes,no,NA,single bed,double bed,Double Room with Shared Bathroom,"₹ 5,085"
Native Manchester,yes,"51 Ducie Street, Piccadilly, Manchester, M1 2TP, United Kingdom","5,644 reviews",8.9,4 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Vegan",single bed,double bed,Studio,"₹ 23,293"
Empress House,yes,"486 Cheetham Hill Road Empress, Manchester, M8 9JW, United Kingdom",316 reviews,7.9,4 out of 5,Good,yes,yes,no,NA,yes,no,NA,NA,double bed,Superior Studio with Shared Bathroom,"₹ 4,069"
Moxy Manchester City,yes,"8 Atkinson Street, Manchester, M3 3HH, United Kingdom","3,142 reviews",8.9,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,"Continental, Full English/Irish",single bed,double bed,"Moxy Sleeper, Guest room, 1 King","₹ 29,396"
The Oddfellows Arms,yes,"4 Manchester Road Clifton, Salford, Manchester, M27 6NY, United Kingdom",189 reviews,8.4,3 out of 5,Very good,no,yes,no,Bar,yes,no,"Continental, Vegetarian, Vegan, Halal, Buffet",single bed,double bed,Standard Double Room with Shared Bathroom,"₹ 5,605"
Maldron Hotel Manchester City Centre,yes,"Charles street, Manchester, M1 7DF, United Kingdom","9,522 reviews",8.6,3 out of 5,Fabulous,yes,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,Deluxe Double & Single Room,"₹ 28,379"
ibis Manchester Centre 96 Portland Street,yes,"Portland Street, Manchester, M1 4GX, United Kingdom","6,313 reviews",8.0,3 out of 5,Very good,no,yes,no,Bar,no,yes,"Continental, Full English/Irish, Vegetarian, Gluten-free",single bed,double bed,Double Sweet Room by Ibis,"₹ 25,043"
Spectacular Studio Apartment near to Old Trafford stadium,yes,"48 Seymour Grove Paragon House, Manchester, M16 0NB, United Kingdom",45 reviews,8.5,3 out of 5,Very good,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 4,482"
Fantastic one bedroom apartment near Old Trafford Stadium,yes,"48 Seymour Grove Paragon House, Manchester, M16 0LN, United Kingdom",134 reviews,8.2,3 out of 5,Very good,yes,yes,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 5,685"
Full Home in Heywood Street near Cheetham Hill,yes,"150 Heywood Street, Manchester, M8 0DF, United Kingdom",20 reviews,7.7,3 out of 5,Good,yes,yes,no,NA,yes,no,NA,NA,double bed,Three-Bedroom House,"₹ 20,535"
Luxury two bedrooms apartment,yes,"M144BG, Manchester, M14 4BG, United Kingdom",25 reviews,9.2,3 out of 5,Superb,yes,yes,no,NA,yes,yes,NA,NA,double bed,Two-Bedroom Apartment,"₹ 10,436"
Quirky and Spacious 4 Bed room Victorian House,yes,"63 Richmond Grove, Manchester, M13 0DH, United Kingdom",9 reviews,8.0,3 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Superior Double Room,"₹ 7,781"
Old Trafford Guest House,yes,"54 Davyhulme Road East, Manchester, M32 0DN, United Kingdom",496 reviews,6.2,3 out of 5,Pleasant,yes,yes,no,NA,yes,no,NA,single bed,double bed,Double Room,"₹ 4,272"
Clayton Hotel Manchester City Centre,yes,"Portland Street, Manchester, M1 3HP, United Kingdom","12,120 reviews",8.5,3 out of 5,Very good,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Gluten-free",single bed,double bed,Deluxe Double & Single Room,"₹ 25,429"
Diamond Lodge,yes,"Hyde Road, Manchester, M18 7BA, United Kingdom","3,232 reviews",7.9,4 out of 5,Good,yes,yes,no,Bar,yes,yes,"Full English/Irish, Vegetarian, Gluten-free",single bed,double bed,Double Room,"₹ 7,120"
Delightful place,yes,"Eccles New Road, Manchester, M5 4UJ, United Kingdom",NA,NA,3 out of 5,NA,no,no,no,NA,yes,no,NA,NA,double bed,Double Room,"₹ 5,273"
Hills View Apartments,yes,"451 Cheetham Hill Road, Manchester, M8 9PA, United Kingdom",454 reviews,6.1,3 out of 5,Pleasant,no,no,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 6,668"
Cosy Bedroom with SHARED BATHROOM in a Three Bedroom Town House,yes,"40 Regent Avenue Town House, Manchester, M14 7JQ, United Kingdom",43 reviews,9.5,3 out of 5,Exceptional,no,no,no,Bar,yes,no,NA,NA,double bed,Deluxe King Room,"₹ 8,210"
Spacious basement studio apartment,yes,"245 Seymour Grove, Manchester, M16 0DS, United Kingdom",NA,NA,4 out of 5,NA,no,no,no,NA,no,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 7,781"
Hyatt House Manchester,yes,"55 Booth Street West, Manchester, M15 6PQ, United Kingdom",954 reviews,9.0,4 out of 5,Superb,yes,yes,yes,Bar,yes,yes,"Continental, Full English/Irish, Vegetarian, Gluten-free",NA,double bed,Queen Studio with Kitchenette,"₹ 23,777"
Leonardo Hotel Manchester Central - Formerly Jurys Inn,yes,"56 Great Bridgewater Street, Manchester, M1 5LE, United Kingdom","10,312 reviews",8.4,3 out of 5,Very good,no,yes,no,Bar,yes,yes,Full English/Irish,single bed,double bed,Double Room with Extra Bed,"₹ 26,345"
Albert View Rooms,no,"234 Great Clowes Street, Salford, Manchester, M7 2DY, United Kingdom",838 reviews,6.6,3 out of 5,Pleasant,no,yes,no,NA,yes,no,NA,single bed,double bed,Standard Double Room,"₹ 3,845"
Beautiful Detached Villa - Jacuzzi Bath - Parking,yes,"20 Saint Hilda's Road, Manchester, M22 4FP, United Kingdom",11 reviews,9.1,3 out of 5,Superb,no,no,no,NA,yes,no,NA,NA,double bed,Five-Bedroom House,"₹ 25,583"
Luxury Duplex Penthouse,yes,"401 Ashton Old Road, Manchester, M11 2DJ, United Kingdom",4 reviews,9.5,4 out of 5,Exceptional,no,no,no,NA,yes,yes,NA,NA,double bed,Duplex Apartment,"₹ 21,147"
Luxury Modern House In The Heart of Manchester,yes,"924 Ashton New Road, Manchester, M11 4GT, United Kingdom",17 reviews,8.5,3 out of 5,Very good,yes,yes,no,NA,yes,no,NA,single bed,double bed,Four-Bedroom House,"₹ 32,041"
3 BR Property in Prestwich 15 mins from Manchester City Centre Garden Free parking Superfast WIFI Netflix,yes,"49 Lowther Road, Manchester, M25 9QG, United Kingdom",4 reviews,10,4 out of 5,Exceptional,yes,yes,no,NA,yes,no,NA,single bed,double bed,Three-Bedroom House,"₹ 16,478"
Lovely apartment available to rent in Old Trafford,yes,"48 Seymour Grove Paragon House, Manchester, M16 0LN, United Kingdom",4 reviews,9.7,3 out of 5,Exceptional,yes,yes,no,NA,yes,no,NA,NA,double bed,One-Bedroom Apartment,"₹ 6,097"
